MP-ID,Pretty Formula,Band gap,Energy above Hull,Composition,F-Block,Noble-Gas,Gravimetric Capacity,Unfit elements,Gaseous Compounds,ICSD_IDS,Experimental ICSD ID,Space Group Symbol,Crystal System
mp-1013726,Cd4SF6,1.8553,0.008442415454546,Cd4 S1 F6,0,0,269.934793987122,1,0,[],1,P4_2/nmc,tetragonal
mp-1025168,RuF6,0,0.00476732857143,Ru1 F6,0,0,747.696859320546,1,0,[],1,Im-3m,cubic
mp-1025221,Zn(NF2)2,1.7246,0.80572731214286,Zn1 N2 F4,0,0,949.142866381991,0,0,[],1,I4/mmm,tetragonal
mp-1025338,Tl2CuF4,0,0,Tl2 Cu1 F4,0,0,293.266784592597,0,0,[],1,I4/mmm,tetragonal
mp-1025502,TiCuF6,0.2007,0,Ti1 Cu1 F6,0,0,713.387581123259,0,0,[],1,P-1,triclinic
mp-1068795,NiNF3,0,1.458839502,Ni1 N1 F3,0,0,1239.82895369101,1,0,[402540],0,Pm-3m,cubic
mp-1069166,MnNF3,0,1.498063345,Mn1 N1 F3,0,0,1276.79893573663,0,0,"[43723, 79264]",0,Pm-3m,cubic
mp-1077866,BaZnBO3F,3.672,0.020340976428571,Ba1 Zn1 B1 O3 F1,0,0,573.172933425844,0,0,"[429814, 248042]",0,P-6,hexagonal
mp-1078939,MnNF3,0,1.119105342,Mn1 N1 F3,0,0,1276.79893573663,0,0,[66489],0,Pbam,orthorhombic
mp-1079023,Si(NF3)2,0,1.24655091277778,Si1 N2 F6,0,0,945.385640652268,0,0,"[38545, 19065, 23996]",0,Fm-3m,cubic
mp-1079140,Al(NF2)3,0,1.55450386125001,Al1 N3 F6,0,0,878.726661327266,0,0,"[33609, 24002]",0,Fm-3m,cubic
mp-1079200,SnNF3,0,1.339492194,Sn1 N1 F3,0,0,847.600977392723,0,0,[1452],0,R-3,trigonal
mp-1079413,Zn(OF)2,0,0.374095755999998,Zn1 O2 F2,0,0,1187.55191773151,0,0,[23468],0,Fddd,orthorhombic
mp-1079464,Fe(NF2)3,0,1.45989525625001,Fe1 N3 F6,0,0,759.007839905263,0,0,"[38151, 24001]",0,Fm-3m,cubic
mp-1080799,CuNF3,0,0.940048974500002,Cu1 N1 F3,0,0,1195.11332786994,0,0,[39720],0,Pm-3m,cubic
mp-10810,TiAgF6,0.2703,0.005325125625,Ti1 Ag1 F6,0,0,596.161389774279,0,0,[51506],0,P-1,triclinic
mp-1094067,ScF3,5.747,0.10847920875,Sc1 F3,0,0,1577.22639512384,0,0,[],1,Pnma,orthorhombic
mp-1095223,OF2,2.1259,0,O1 F2,0,0,2977.9869868784,0,1,[430183],0,Pnma,orthorhombic
mp-1097040,LiCoF2,0,0.395541111249999,Li1 Co1 F2,0,0,1548.07403252781,1,0,[],1,R-3m,trigonal
mp-1097048,LaCuO2F,0,0.31946191299999,La1 Cu1 O2 F1,1,0,634.447984950035,0,0,[],1,I4/mcm,tetragonal
mp-1101179,W5(O2F11)2,3.5499,0.014262318064519,W5 O4 F22,0,0,114.761851960034,0,0,[],1,I4_1/a,tetragonal
mp-1101202,V3O2F5,1.4527,0.084352802500002,V3 O2 F5,0,0,574.664754948582,0,0,[],1,Immm,orthorhombic
mp-1101283,VOF,1.133,0.064696628749999,V1 O1 F1,0,0,1871.08801226585,0,0,[],1,P-1,triclinic
mp-1101450,NbOF3,2.0897,0.088397977000001,Nb1 O1 F3,0,0,969.25280788078,0,0,[],1,Immm,orthorhombic
mp-1103472,Na2UF8,2.5957,0,Na2 U1 F8,1,0,368.810998663694,0,0,[165293],0,I4/mmm,tetragonal
mp-1103656,Nb2O2F3,0,0,Nb2 O2 F3,0,0,585.138423751552,0,0,[251694],0,C2/c,monoclinic
mp-1104201,ZnGe(OF)6,0,0.845911942857141,Zn1 Ge1 O6 F6,0,0,462.021410237651,0,0,[189056],0,R-3,trigonal
mp-1105132,BH2S3N3F4,2.3509,0.113379152930365,B1 H2 S3 N3 F4,0,0,708.258991539057,0,0,[201705],0,P1,triclinic
mp-1105197,Cs2PaF7,4.0373,0,Cs2 Pa1 F7,1,0,255.304715098846,0,0,[238100],0,C2/c,monoclinic
mp-1105350,H3CSNOF2,4.8047,0.390153876487361,H3 C1 S1 N1 O1 F2,0,0,1397.01659668923,0,0,[237988],0,P-1,triclinic
mp-1105787,Pb2OF2,0.8898,0.138745162499999,Pb2 O1 F2,0,0,343.299108325144,1,0,[],0,P-4m2,tetragonal
mp-1106088,Cs2Cu3SnF12,0,0.009280108888889,Cs2 Cu3 Sn1 F12,0,0,200.214223691046,0,0,"[291388, 291391]",0,R-3m,trigonal
mp-1106389,KBiF6,2.631,0.002578895625,K1 Bi1 F6,0,0,444.114097206885,0,0,[25025],0,P-4c2,tetragonal
mp-1111043,CsRb2NbF6,0,0.134383969249997,Cs1 Rb2 Nb1 F6,0,0,314.838619565159,0,0,[],1,Fm-3m,cubic
mp-1111050,Rb2AgAsF6,2.503,0.046477726333335,Rb2 Ag1 As1 F6,0,0,343.798506270407,1,0,[],1,Fm-3m,cubic
mp-1111065,Na2ScCuF6,0.1117,0.195890297625001,Na2 Sc1 Cu1 F6,0,0,598.945431950643,0,0,[],1,Fm-3m,cubic
mp-1111083,Na2InCuF6,0,0.183926867194447,Na2 In1 Cu1 F6,0,0,475.270058804044,0,0,[],1,Fm-3m,cubic
mp-1111105,K2NaCoF6,2.9932,0,K2 Na1 Co1 F6,0,0,586.625842512345,1,0,[],1,Fm-3m,cubic
mp-1111112,K2LiGaF6,6.133,0,K2 Li1 Ga1 F6,0,0,598.100764053194,0,0,[],1,Fm-3m,cubic
mp-1111115,K3NbF6,0,0.122768839950002,K3 Nb1 F6,0,0,496.002829180396,0,0,[],1,Fm-3m,cubic
mp-1111281,Li3TaF6,0,0.5001731442,Li3 Ta1 F6,0,0,509.245434470267,0,0,[],1,Fm-3m,cubic
mp-1111375,K3PrF6,5.5495,0.1185271485,K3 Pr1 F6,1,0,432.033953638692,0,0,[],1,Fm-3m,cubic
mp-1111506,Na2GaCuF6,0,0.151399140312502,Na2 Ga1 Cu1 F6,0,0,548.358244171656,0,0,[],1,Fm-3m,cubic
mp-1111550,NaLi2CoF6,3.085,0.263702463249998,Na1 Li2 Co1 F6,0,0,766.461098107668,1,0,[],1,Fm-3m,cubic
mp-1111594,K2RbTiF6,0,0.066458187999999,K2 Rb1 Ti1 F6,0,0,493.976103952666,0,0,[],1,Fm-3m,cubic
mp-1111644,RbAuF3,0,0.126595709999999,Rb1 Au1 F3,0,0,473.735968041531,1,0,[],1,Pm-3m,cubic
mp-1111671,K2LiInF6,5.3038,0,K2 Li1 In1 F6,0,0,512.189963133637,0,0,[],1,Fm-3m,cubic
mp-1111695,K3CrF6,4.4333,0,K3 Cr1 F6,0,0,567.633417165541,1,0,[],1,Fm-3m,cubic
mp-1111758,Na2ScAgF6,2.0718,0.167160176333333,Na2 Sc1 Ag1 F6,0,0,514.076242312964,0,0,[],1,Fm-3m,cubic
mp-1111792,NaLi2VF6,0,0.370598465416666,Na1 Li2 V1 F6,0,0,796.813979026633,0,0,[],1,Fm-3m,cubic
mp-1111815,NaLi2FeF6,4.1704,0.280821231527775,Na1 Li2 Fe1 F6,0,0,777.911988365892,0,0,[],1,Fm-3m,cubic
mp-1111890,Na3IrF6,2.0509,0.009651743999999,Na3 Ir1 F6,0,0,428.598013711165,1,0,[],1,Fm-3m,cubic
mp-1111916,K2NaTiF6,0,0,K2 Na1 Ti1 F6,0,0,611.305064184118,0,0,[],1,Fm-3m,cubic
mp-1111920,K2NaAuF6,0.6316,0.088203619000002,K2 Na1 Au1 F6,0,0,390.155505558046,1,0,[],1,Fm-3m,cubic
mp-1111921,K2LiVF6,0,0.034129354875002,K2 Li1 V1 F6,0,0,643.021190724951,0,0,[],1,Fm-3m,cubic
mp-1111923,K2LiRuF6,0,0,K2 Li1 Ru1 F6,0,0,535.646439068842,1,0,[],1,Fm-3m,cubic
mp-1111925,K2LiNdF6,6.3728,0.091479488624995,K2 Li1 Nd1 F6,1,0,468.299475809331,0,0,[],1,Fm-3m,cubic
mp-1111931,K2ScHgF6,0,0.159683534666667,K2 Sc1 Hg1 F6,0,0,367.347276247147,1,0,[],1,Fm-3m,cubic
mp-1111950,K2AgRhF6,1.4955,0,K2 Ag1 Rh1 F6,0,0,399.046339601629,1,0,[],1,Fm-3m,cubic
mp-1111960,K2SbAuF6,0.9331,0.312363781250002,K2 Sb1 Au1 F6,0,0,314.730325663317,1,0,[],1,Fm-3m,cubic
mp-1111966,Cs2RbNbF6,0,0.057691337000001,Cs2 Rb1 Nb1 F6,0,0,288.081435204081,0,0,[],1,Fm-3m,cubic
mp-1112013,Cs2NaRuF6,0,0,Cs2 Na1 Ru1 F6,0,0,319.135576181068,1,0,[],1,Fm-3m,cubic
mp-1112308,CsK2MoF6,2.8022,0.113998218500003,Cs1 K2 Mo1 F6,0,0,381.918286681998,0,0,[],1,Fm-3m,cubic
mp-1112401,CsRb2IrF6,2.411,0.070586295999999,Cs1 Rb2 Ir1 F6,0,0,263.585612648214,1,0,[],1,Fm-3m,cubic
mp-1112462,K2AgIrF6,1.6239,0.077441376333334,K2 Ag1 Ir1 F6,0,0,326.648536578641,1,0,[],1,Fm-3m,cubic
mp-1112513,Cs2RbSbF6,4.0755,0.035102778,Cs2 Rb1 Sb1 F6,0,0,273.921673899644,0,0,[],1,Fm-3m,cubic
mp-1112592,Cs2CrHgF6,0,3.09988045283333,Cs2 Cr1 Hg1 F6,0,0,254.274506657923,1,0,[],1,Fm-3m,cubic
mp-1112596,Cs2NaAsF6,4.5757,0,Cs2 Na1 As1 F6,0,0,336.603993568902,1,0,[],1,Fm-3m,cubic
mp-1112602,Cs3SbF6,3.886,0.056684655000001,Cs3 Sb1 F6,0,0,253.441167231088,0,0,[],1,Fm-3m,cubic
mp-1112960,CsInF3,3.089,0,Cs1 In1 F3,0,0,527.699876366121,0,0,[],1,Fm-3m,cubic
mp-1113308,Cs2AlHgF6,0,0.070555225833333,Cs2 Al1 Hg1 F6,0,0,264.74676457622,1,0,[],1,Fm-3m,cubic
mp-1113405,Cs2RuAuF6,0,0.194495632100001,Cs2 Ru1 Au1 F6,0,0,237.224861427487,1,0,[],1,Fm-3m,cubic
mp-1113422,Cs2AlAuF6,1.5296,0.118992036416667,Cs2 Al1 Au1 F6,0,0,266.335654909353,1,0,[],1,Fm-3m,cubic
mp-1113462,Cs2NdAgF6,3.3433,0.019955080666667,Cs2 Nd1 Ag1 F6,1,0,254.466003779456,0,0,[],1,Fm-3m,cubic
mp-1113501,Rb2GaAuF6,0.7907,0.109440598666669,Rb2 Ga1 Au1 F6,0,0,291.507353018636,1,0,[],1,Fm-3m,cubic
mp-1113625,Rb2ScAgF6,3.3067,0,Rb2 Sc1 Ag1 F6,0,0,367.332842503555,0,0,[],1,Fm-3m,cubic
mp-1113851,Rb2TaAgF6,0.3198,0.331882262333337,Rb2 Ta1 Ag1 F6,0,0,280.265297289866,0,0,[],1,Fm-3m,cubic
mp-1113886,Na3AuF6,0.6257,0.216002769999999,Na3 Au1 F6,0,0,423.239985428833,1,0,[],1,Fm-3m,cubic
mp-1113894,Na2TlCoF6,2.2651,0.220247425062502,Na2 Tl1 Co1 F6,0,0,379.884588678703,1,0,[],1,Fm-3m,cubic
mp-1113957,KNa2IrF6,1.507,0.175579182333333,K1 Na2 Ir1 F6,0,0,410.953381991787,1,0,[],1,Fm-3m,cubic
mp-1114081,Rb2GaHgF6,0,0.073603172999999,Rb2 Ga1 Hg1 F6,0,0,289.605006924196,1,0,[],1,Fm-3m,cubic
mp-1114083,Rb2FeHgF6,0,0.098877908750001,Rb2 Fe1 Hg1 F6,0,0,297.029143763663,1,0,[],1,Fm-3m,cubic
mp-1114100,RbNa2CrF6,3.4631,0.23840631425,Rb1 Na2 Cr1 F6,0,0,540.624397003753,1,0,[],1,Fm-3m,cubic
mp-1114157,Na2CuBiF6,0.5465,0.250520778249999,Na2 Cu1 Bi1 F6,0,0,371.795038535864,0,0,[],1,Fm-3m,cubic
mp-1114158,Na2CuAuF6,0,0.180529158999994,Na2 Cu1 Au1 F6,0,0,382.417793288662,1,0,[],1,Fm-3m,cubic
mp-1114279,K2TiCuF6,0,0.29112566,K2 Ti1 Cu1 F6,0,0,529.644235279416,0,0,[],1,Fm-3m,cubic
mp-1114284,K2NbHgF6,0,0.195584764100002,K2 Nb1 Hg1 F6,0,0,331.079876859831,1,0,[],1,Fm-3m,cubic
mp-1114332,Na3PdF6,0,0.131165800333338,Na3 Pd1 F6,0,0,555.671268491359,0,0,[],1,Fm-3m,cubic
mp-1114359,Rb2LiMoF6,4.623,0,Rb2 Li1 Mo1 F6,0,0,414.639220124771,0,0,[],1,Fm-3m,cubic
mp-1114402,K2RbCeF6,0,0.104038548000002,K2 Rb1 Ce1 F6,1,0,384.900027981658,0,0,[],1,Fm-3m,cubic
mp-1114419,Rb2LiInF6,5.2691,0,Rb2 Li1 In1 F6,0,0,395.391992349051,0,0,[],1,Fm-3m,cubic
mp-1114481,Rb2TlPdF6,0,0.039933331500002,Rb2 Tl1 Pd1 F6,0,0,269.921245803274,0,0,[],1,Fm-3m,cubic
mp-1114507,RbTlF3,2.1049,0,Rb1 Tl1 F3,0,0,463.605912905466,0,0,[],1,Fm-3m,cubic
mp-1114685,Rb2TiTlF6,0,0.073927121518518,Rb2 Ti1 Tl1 F6,0,0,299.343054138117,0,0,[],1,Fm-3m,cubic
mp-1114691,Rb3MoF6,3.3404,0,Rb3 Mo1 F6,0,0,344.817367687066,0,0,[],1,Fm-3m,cubic
mp-1114693,Rb3ScF6,6.2281,0.019973301,Rb3 Sc1 F6,0,0,387.143623604685,0,0,[],1,Fm-3m,cubic
mp-1114704,Rb2LiTiF6,0,0,Rb2 Li1 Ti1 F6,0,0,473.311446344553,0,0,[],1,Fm-3m,cubic
mp-1120785,Na2V2F7,0.3671,0.005356674090906,Na2 V2 F7,0,0,572.544848813824,0,0,[],1,C2/c,monoclinic
mp-1147541,Cu3As4(OF)6,0,0.073034995394738,Cu3 As4 O6 F6,0,0,229.612200392405,1,0,[],1,I-43m,cubic
mp-1147629,Cu3PF12,0,0,Cu3 P1 F12,0,0,357.657131938865,0,0,[],1,Im-3m,cubic
mp-1172964,Li2NiPO4F,4.351,0.052701558611103,Li2 Ni1 P1 O4 F1,0,0,861.989641101671,1,0,[],1,P1,triclinic
mp-1173011,KNb3F9,0,0.295888900967942,K1 Nb3 F9,0,0,328.966838106725,0,0,[],1,C222_1,orthorhombic
mp-1173127,Ta3O7F,2.0355,0.054774453636366,Ta3 O7 F1,0,0,238.633080084036,0,0,[],1,Cmmm,orthorhombic
mp-1173243,Sr4La13Cu17O35F16,0,0.337197841529402,Sr4 La13 Cu17 O35 F16,1,0,39.2148584320545,0,0,[],1,Pmm2,orthorhombic
mp-1173402,NiGeH12(OF)6,4.6245,0,Ni1 Ge1 H12 O6 F6,0,0,454.988534356843,1,0,[],1,R-3,trigonal
mp-1173812,Na3Mg4ScSi8(O11F)2,4.5537,0,Na3 Mg4 Sc1 Si8 O22 F2,0,0,194.717246924024,0,0,[],1,C2/c,monoclinic
mp-1176448,Mn6OF11,0.0467,0.101361366458332,Mn6 O1 F11,0,0,289.933411765033,0,0,[],1,Cmm2,orthorhombic
mp-1176534,LiVF4,1.9056,0.074220881458331,Li1 V1 F4,0,0,1201.11046427096,0,0,[],1,Pnma,orthorhombic
mp-1176563,LiV3OF11,0,0.069140112460938,Li1 V3 O1 F11,0,0,417.936617849251,0,0,[],1,P1,triclinic
mp-1176602,LiSbP(OF3)2,2.1513,0.066147097727262,Li1 Sb1 P1 O2 F6,0,0,526.067871552018,0,0,[],1,P1,triclinic
mp-1176619,LiMnF5,0.6748,0.019823478273813,Li1 Mn1 F5,0,0,1025.0456583576,0,0,[],1,Pnma,orthorhombic
mp-1176620,LiMnF5,1.0972,0.014520333630957,Li1 Mn1 F5,0,0,1025.0456583576,0,0,[],1,C2/c,monoclinic
mp-1176635,LiMnF3,4.49,0.067010482,Li1 Mn1 F3,0,0,1352.68986998973,0,0,[],1,Cmcm,orthorhombic
mp-1176698,LiFeF3,3.7202,0.035919728999999,Li1 Fe1 F3,0,0,1342.44762210182,0,0,[],1,C222_1,orthorhombic
mp-1176720,LiFe5(OF2)4,1.6288,0.05061861126543,Li1 Fe5 O4 F8,0,0,320.222514436507,0,0,[],1,Cmmm,orthorhombic
mp-1177665,Li3Fe2P2(O4F)2,1.7061,0.025768189117627,Li3 Fe2 P2 O8 F2,0,0,446.105898664542,0,0,[],1,P-1,triclinic
mp-1177792,Li2VF4,3.0902,0.036773144464284,Li2 V1 F4,0,0,1141.90666746862,0,0,[],1,P2_1/c,monoclinic
mp-1177921,Li2MnF4,3.6314,0.025526928571428,Li2 Mn1 F4,0,0,1110.39250332368,0,0,[],1,P2_1/c,monoclinic
mp-1178094,Li11V6O5F19,0.6718,0.079670137530469,Li11 V6 O5 F19,0,0,195.390661200889,0,0,[],1,P1,triclinic
mp-1178251,Fe5OF11,1.2588,0.085264528333331,Fe5 O1 F11,0,0,318.916739667396,0,0,[],1,P1,triclinic
mp-1178256,Fe5O7F3,0.0241,0.089034405333339,Fe5 O7 F3,0,0,358.755592294667,0,0,[],1,Pmn2_1,orthorhombic
mp-1178294,Fe5(O4F)2,0,0.138301943388891,Fe5 O8 F2,0,0,361.172187244642,0,0,[],1,P-1,triclinic
mp-1178302,Fe3OF5,1.3139,0.081259609074067,Fe3 O1 F5,0,0,577.324055324074,0,0,[],1,Cm,monoclinic
mp-1178379,Fe10OF19,2,0.025517072888876,Fe10 O1 F19,0,0,171.901564484349,0,0,[],1,P1,triclinic
mp-1178401,Fe10OF19,1.412,0.019601645888876,Fe10 O1 F19,0,0,171.901564484349,0,0,[],1,Amm2,orthorhombic
mp-1178425,CoF3,1.6107,0.084303296875,Co1 F3,0,0,1387.06299422325,1,0,[],1,C2,monoclinic
mp-1178481,Co2OF3,0.1095,0.105160355916667,Co2 O1 F3,0,0,842.497945295263,1,0,[],1,Amm2,orthorhombic
mp-1178972,USb2F15,0.3167,0.059783878240752,U1 Sb2 F15,1,0,209.77790523554,0,0,[],1,P2_1/c,monoclinic
mp-1179411,U2O5F8,0.543,0.271015739666668,U2 O5 F8,1,0,227.105157100857,0,0,[],1,Pnma,orthorhombic
mp-1179522,SiPb(OF3)2,0,0.468035112625004,Si1 Pb1 O2 F6,0,0,421.74314713914,1,0,[39358],0,C2/c,monoclinic
mp-1179696,RuF3,0.2916,0.259604985,Ru1 F3,0,0,1017.3016592767,1,0,[],1,C2/c,monoclinic
mp-1179708,RbNi2F6,0.2175,0.02024307,Rb1 Ni2 F6,0,0,507.503638232985,1,0,[31781],0,Imma,orthorhombic
mp-1179999,Pb10SO13F2,1.2446,0.036538141923076,Pb10 S1 O13 F2,0,0,68.4239594333095,1,0,[],1,P-1,triclinic
mp-1180181,MnNF3,0,1.1188260415,Mn1 N1 F3,0,0,1276.79893573663,0,0,[],1,Pnma,orthorhombic
mp-1180654,NiF3,1.7607,0.07580200125,Ni1 F3,0,0,1389.93804624306,1,0,[],1,P-1,triclinic
mp-1180704,NiP2N2(O6F)2,0.841,0.705531635947362,Ni1 P2 N2 O12 F2,0,0,424.673385970114,1,0,[],1,P2_1/c,monoclinic
mp-1180807,KMnF3,3.3753,0.000830872499996,K1 Mn1 F3,0,0,1064.6781755367,0,0,[],1,Pnma,orthorhombic
mp-1180975,MgC4S4N2(O4F3)4,0,1.05235408698718,Mg1 C4 S4 N2 O16 F12,0,0,225.654934482673,0,0,[81465],0,P2_1/c,monoclinic
mp-1181398,FeF3,3.073,0.038018752083333,Fe1 F3,0,0,1425.02393933873,0,0,[29132],0,P321,trigonal
mp-1182438,AsCOF4,0.818,0.445673098214287,As1 C1 O1 F4,0,0,898.699001743481,1,0,[],1,P2_1/c,monoclinic
mp-1183244,Ag3F,0,0.218907737083334,Ag3 F1,0,0,469.347899750109,0,0,[],1,P6_3/mmc,hexagonal
mp-1184279,Fe3F,0,1.658700955625,Fe3 F1,0,0,862.043994488168,0,0,[],1,Pm-3m,cubic
mp-1185862,MgF3,0,0.484991551875,Mg1 F3,0,0,1977.8546794792,0,0,[],1,I4/mmm,tetragonal
mp-1188272,Sr5Pb3F,0,0,Sr5 Pb3 F1,0,0,149.068543647586,1,0,[165195],0,I4/mcm,tetragonal
mp-1188569,S2N(O2F)2,0.872,0.275095178611112,S2 N1 O4 F2,0,0,892.683130713286,0,0,[50523],0,P2_1,monoclinic
mp-1189074,Rb2AlOF5,0.8529,0.224565015055555,Rb2 Al1 O1 F5,0,0,520.542398730967,0,0,[201035],0,Cmcm,orthorhombic
mp-1189929,Li2PtF6,2.5122,0.001012099444443,Li2 Pt1 F6,0,0,497.899996533031,1,0,[26168],0,P2_1/c,monoclinic
mp-1190551,Na2FeSO4F3,2.0528,0.004917566931813,Na2 Fe1 S1 O4 F3,0,0,630.879310241835,0,0,[424958],0,P2_1/m,monoclinic
mp-1190566,TlSO3F,4.4638,0,Tl1 S1 O3 F1,0,0,529.914980625056,0,0,[424114],0,Pnma,orthorhombic
mp-1191037,AgAs(SeF2)3,1.7329,0.04888697129447,Ag1 As1 Se3 F6,0,0,301.315320525581,1,0,[418700],0,C2/m,monoclinic
mp-1191204,K2TiHF7,4.7659,0,K2 Ti1 H1 F7,0,0,618.317987854961,0,0,[187321],0,P2_1/m,monoclinic
mp-1191763,KPb2C2O6F,3.0942,0.003344064895831,K1 Pb2 C2 O6 F1,0,0,271.385762089477,1,0,[237529],0,P6_3/mmc,hexagonal
mp-1191935,RbVOF3,2.7684,0.001472792916661,Rb1 V1 O1 F3,0,0,767.893972501075,0,0,[426620],0,Pbam,orthorhombic
mp-1192032,NaSr3Be3B3O9F4,5.0822,0.037491461847824,Na1 Sr3 Be3 B3 O9 F4,0,0,284.446946153606,1,0,[423143],0,R3m,trigonal
mp-1192089,KVOF3,0.0184,0,K1 V1 O1 F3,0,0,986.294858824698,0,0,[426621],0,C2/m,monoclinic
mp-1192379,Na2PtF6,2.7661,0,Na2 Pt1 F6,0,0,452.888910222185,1,0,[428575],0,P321,trigonal
mp-1192496,H3CO2F,5.5332,0.119237361428572,H3 C1 O2 F1,0,0,2435.19314970717,0,0,[170925],0,Pnma,orthorhombic
mp-1192572,Na5Tm4Si4O16F,4.9736,0,Na5 Tm4 Si4 O16 F1,1,0,136.5006359585,0,0,[429315],0,I-4,tetragonal
mp-1192639,K2BeF4,6.8676,0.001304578214286,K2 Be1 F4,0,0,985.279659634014,1,0,"[22345, 166571, 50337]",0,Pna2_1,orthorhombic
mp-1192840,KZn2CdB2O6F,2.7395,0,K1 Zn2 Cd1 B2 O6 F1,0,0,383.822086936585,1,0,[248025],0,P-31c,trigonal
mp-1192890,Al5C2N6F17,0,0.712990465666668,Al5 C2 N6 F17,0,0,284.127981523788,0,0,[248057],0,Cmmm,orthorhombic
mp-1193269,Li2SiF6,8.0937,0,Li2 Si1 F6,0,0,1031.04735447124,0,0,[425923],0,P321,trigonal
mp-1193919,Sb3Au2Xe2F19,0.8616,0,Sb3 Au2 Xe2 F19,0,1,116.288420840524,1,0,[412107],0,P-1,triclinic
mp-1194442,BaRu2Xe5F22,1.2639,0,Ba1 Ru2 Xe5 F22,0,1,113.728238152553,1,0,[418900],0,Fmmm,orthorhombic
mp-1194626,KCoAs3F18,2.8102,0.021261059456522,K1 Co1 As3 F18,0,0,241.889062381412,1,0,[428041],0,Pnma,orthorhombic
mp-1194736,Na5Mn3S4(O4F)4,1.7777,0,Na5 Mn3 S4 O16 F4,0,0,217.295243504875,0,0,[424959],0,P-1,triclinic
mp-1194818,AsH4CNF8,5.0872,0.065934102924999,As1 H4 C1 N1 F8,0,0,625.783236993122,1,0,[195999],0,P-1,triclinic
mp-1194856,P3H21C9S2(OF)6,3.9067,0.260492042498575,P3 H21 C9 S2 O6 F6,0,0,323.996834492898,0,0,[291568],0,P2_1/c,monoclinic
mp-1194998,MnH8N2(OF2)2,3.4878,0.187618769901963,Mn1 H8 N2 O2 F4,0,0,808.010244532753,0,0,[237775],0,P2_1/c,monoclinic
mp-1195044,Cu2H18N7F2,0,0.193962489195402,Cu2 H18 N7 F2,0,0,571.675146661623,0,0,[428697],0,C2,monoclinic
mp-1195185,K2NaAl3F12,7.1897,0.000349517222213,K2 Na1 Al3 F12,0,0,392.08818374348,0,0,[238570],0,Pnma,orthorhombic
mp-1195676,LiCuSO4F,0.4309,0,Li1 Cu1 S1 O4 F1,0,0,866.622099008393,0,0,[252342],0,C2/c,monoclinic
mp-1195775,BPH4NO4F,5.815,0,B1 P1 H4 N1 O4 F1,0,0,1125.89884012338,0,0,[170949],0,P2_13,cubic
mp-1195783,ScC6(O2F3)3,0.0002,0.203629972499997,Sc1 C6 O6 F9,0,0,418.747665481765,0,0,[196174],0,Pbcm,orthorhombic
mp-1195824,VH8N2OF4,2.8359,0.042617479513889,V1 H8 N2 O1 F4,0,0,898.266649704175,0,0,[23317],0,Pna2_1,orthorhombic
mp-1195932,Sc3H20N5F14,6.0952,0.013903452380951,Sc3 H20 N5 F14,0,0,327.469777345853,0,0,[290321],0,I4_1/a,tetragonal
mp-1196282,CsH2F3,7.0151,0,Cs1 H2 F3,0,0,837.864202549732,0,0,[415005],0,P2_12_12_1,orthorhombic
mp-1196297,CsRb2Sb4F15,4.0177,0,Cs1 Rb2 Sb4 F15,0,0,149.462228780148,0,0,[429644],0,P2_1/c,monoclinic
mp-1196373,Na2Fe2P2O8F,0.6897,0.071496473620361,Na2 Fe2 P2 O8 F1,0,0,438.612443712336,0,0,[165825],1,Pbcn,orthorhombic
mp-1196643,LiC2S2NO5F6,0.0016,0.520793325007354,Li1 C2 S2 N1 O5 F6,0,0,530.541577449348,0,0,[],1,P-1,triclinic
mp-1196669,RbC3S2(O2F3)2,1.1893,0.408975986289065,Rb1 C3 S2 O4 F6,0,0,442.222430494564,0,0,[8164],0,C2/c,monoclinic
mp-1196731,ScC3(N3F2)3,0,1.74504028559211,Sc1 C3 N9 F6,0,0,500.874144994752,0,0,[250368],0,Pa-3,cubic
mp-1197133,Li2Be2H4NF7,6.791,0.002330899557292,Li2 Be2 H4 N1 F7,0,0,879.007242048831,1,0,"[240273, 240274]",0,Pnma,orthorhombic
mp-1197346,SbH2SO3F7,4.934,0.005686365119052,Sb1 H2 S1 O3 F7,0,0,477.395129246276,0,0,[420516],0,P2_1/c,monoclinic
mp-1197437,SrSi(OF3)2,0.7157,0.421959663000002,Sr1 Si1 O2 F6,0,0,614.456418882143,0,0,[20552],0,P2_1/c,monoclinic
mp-1197495,HfO3F4,0.7165,0.774229095416667,Hf1 O3 F4,0,0,531.602209440342,0,0,[9924],0,P2_1/c,monoclinic
mp-1197533,LiMnH2OF4,1.9511,0.007974565555569,Li1 Mn1 H2 O1 F4,0,0,1031.51021348619,0,0,[417512],0,Pnma,orthorhombic
mp-1197595,CrH20N2O6F5,4.087,0.000156432352941,Cr1 H20 N2 O6 F5,0,0,552.279893141809,1,0,[1265],0,C2/c,monoclinic
mp-1197745,CsTi2P3(O5F2)2,2.7517,0,Cs1 Ti2 P3 O10 F4,0,0,288.405480525799,0,0,[428150],0,P2/c,monoclinic
mp-1197942,Sr5Cr3O12F,1.0715,0.034043565952367,Sr5 Cr3 O12 F1,0,0,199.731826932444,1,0,"[184838, 184837, 184836]",0,P6_3/m,hexagonal
mp-1198106,AsC4N2F17,0.0822,0.299753209270833,As1 C4 N2 F17,0,0,339.275826517352,1,0,"[202499, 62428]",0,P2_1/m,monoclinic
mp-1198169,K2MoO3F4,0.3887,0.096906997571431,K2 Mo1 O3 F4,0,0,539.364894777315,0,0,[24913],0,P2_1/c,monoclinic
